,vertex,end_time_dyn,start_time_dyn,processor_dyn,duration_dyn,start_time_stat,end_time_stat,processor_stat,duration_stat
825,preseq_00000983,413897625.909054,413897443.109054,10,182.79999995231628,642542337.292875,642543799.692875,4,1462.3999999761581
826,preseq_00000995,420085338.934054,420085156.134054,9,182.80000001192093,642542336.801802,642543068.001802,27,731.1999999284744
827,qualimap_00000011,525618348.863848,525615860.038848,35,2488.824999988079,628859048.891611,628865685.758277,20,6636.8666660785675
828,qualimap_00000013,524524723.926348,524522235.101348,32,2488.824999988079,628855726.254239,628865681.554239,28,9955.300000071526
829,qualimap_00000025,524524906.726348,524522417.901348,35,2488.824999988079,628845775.158277,628852412.024944,20,6636.8666669130325
830,qualimap_00000037,518337012.31927,518334523.49427,9,2488.824999988079,628852224.508264,628858861.374931,19,6636.866667032242
831,qualimap_00000049,522257683.418601,522255194.593601,35,2488.824999988079,628845775.422801,628852412.289468,23,6636.866667032242
832,qualimap_00000061,522257501.725318,522255012.900318,11,2488.824999988079,628860867.372098,628863356.197098,8,2488.8250000476837
833,qualimap_00000073,519430636.244721,519428147.419721,11,2488.824999988079,628845589.255532,628865499.855532,5,19910.600000023842
834,qualimap_00000085,516069970.988322,516067482.163322,10,2488.8250000476837,628855543.361401,628865498.661401,27,9955.300000071526
835,qualimap_00000097,518337194.107221,518334705.282221,11,2488.824999988079,628860876.25626,628863365.08126,11,2488.8249999284744
836,qualimap_00000109,516824012.720699,516821523.895699,11,2488.824999988079,628845589.784581,628865500.384581,2,19910.600000023842
837,qualimap_00000121,516069789.812308,516067300.987308,8,2488.824999988079,628845589.93986,628865500.53986,0,19910.600000023842
838,qualimap_00000133,510636300.195753,510633811.370753,10,2488.824999988079,624986412.775884,624999686.509217,13,13273.7333329916
839,qualimap_00000145,513242923.40857,513240434.58357,10,2488.824999988079,628845587.906122,628852224.772789,22,6636.866667032242
840,qualimap_00000157,509882257.963322,509879769.138322,10,2488.824999988079,625006781.095052,625026691.695052,5,19910.600000023842
841,qualimap_00000169,512149481.27107,512146992.44607,10,2488.824999988079,651329215.623238,651331704.448238,35,2488.8250000476837
842,qualimap_00000181,512149300.095056,512146811.270056,8,2488.824999988079,628855898.60626,628858387.43126,11,2488.8250000476837
843,qualimap_00000193,509882076.787308,509879587.962308,8,2488.824999988079,628852224.772789,628858861.639455,22,6636.866665959358
844,qualimap_00000205,504448587.170753,504446098.345753,10,2488.824999988079,628852412.024944,628859048.891611,20,6636.866667032242
845,qualimap_00000217,507055210.38357,507052721.55857,10,2488.824999988079,628860867.061539,628863355.886539,10,2488.8249999284744
846,qualimap_00000229,503694544.938322,503692056.113322,10,2488.824999988079,628845591.775213,628852228.641879,21,6636.866665959358
847,qualimap_00000241,505961768.24607,505959279.42107,10,2488.8250000476837,628845770.954239,628855726.254239,28,9955.299999952316
848,qualimap_00000253,505961587.070056,505959098.245056,8,2488.8250000476837,647429287.30204,647431776.12704,34,2488.8250000476837
849,qualimap_00000265,503694363.762308,503691874.937308,8,2488.824999988079,625046616.600371,625066527.200371,2,19910.600000023842
850,qualimap_00000277,498260874.145753,498258385.320753,10,2488.8250000476837,628855543.096877,628865498.396877,29,9955.300000071526
851,qualimap_00000289,500867497.35857,500865008.53357,10,2488.824999988079,628860867.216819,628863356.041819,9,2488.8249999284744
852,qualimap_00000301,499773874.045056,499771385.220056,8,2488.824999988079,625026706.000371,625046616.600371,2,19910.600000023842
853,qualimap_00000313,499774055.22107,499771566.39607,10,2488.824999988079,628855547.339737,628865502.639737,24,9955.299999952316
854,qualimap_00000325,493586161.020056,493583672.195056,8,2488.824999988079,628858861.639455,628865498.506122,22,6636.866667032242
855,qualimap_00000337,497506831.913322,497504343.088322,10,2488.824999988079,625026693.163759,625046603.763759,4,19910.600000023842
856,qualimap_00000349,497506650.737308,497504161.912308,8,2488.8250000476837,625026691.695052,625046602.295052,5,19910.600000023842
857,qualimap_00000361,494679784.33357,494677295.50857,10,2488.824999988079,628845590.049105,628865500.649105,1,19910.599999904633
858,qualimap_00000373,491319118.888322,491316630.063322,10,2488.824999988079,628845591.510688,628852228.377355,18,6636.866667032242
859,qualimap_00000385,493586342.19607,493583853.37107,10,2488.824999988079,628853409.78126,628855898.60626,11,2488.8249999284744
860,qualimap_00000397,492073161.120753,492070672.295753,10,2488.824999988079,624986482.595148,624996437.895148,26,9955.300000071526
861,qualimap_00000409,491318937.712308,491316448.887308,8,2488.824999988079,628845588.658411,628858862.391744,15,13273.7333329916
862,qualimap_00000421,485885448.095753,485882959.270753,10,2488.824999988079,628852412.289468,628859049.156135,23,6636.8666669130325
863,qualimap_00000433,488492071.30857,488489582.48357,10,2488.8250000476837,628845588.503131,628858862.236465,14,13273.733333945274
864,qualimap_00000445,485131405.863322,485128917.038322,10,2488.8250000476837,624999681.792538,625012955.525871,15,13273.7333329916
865,qualimap_00000457,487398629.17107,487396140.34607,10,2488.824999988079,624986597.665709,624999871.399042,16,13273.7333329916
866,qualimap_00000469,487398447.995056,487395959.170056,8,2488.824999988079,628852228.377355,628858865.244022,18,6636.866667032242
867,qualimap_00000481,485131224.687308,485128735.862308,8,2488.824999988079,624999871.399042,625013145.132376,16,13273.733333945274
868,qualimap_00000493,479697735.070753,479695246.245753,10,2488.824999988079,628858387.43126,628860876.25626,11,2488.8250000476837
869,qualimap_00000505,482304358.28357,482301869.45857,10,2488.824999988079,624986481.583099,624996436.883099,24,9955.299999952316
870,qualimap_00000517,478943692.838322,478941204.013322,10,2488.824999988079,628845588.061401,628855543.361401,27,9955.299999952316
871,qualimap_00000529,481210916.14607,481208427.32107,10,2488.824999988079,625006782.563759,625026693.163759,4,19910.600000023842
872,qualimap_00000541,481210734.970056,481208246.145056,8,2488.824999988079,625026707.624357,625046618.224357,1,19910.600000023842
873,qualimap_00000553,478943511.662308,478941022.837308,8,2488.824999988079,628859049.156135,628865686.022801,23,6636.8666660785675
874,qualimap_00000565,473510022.045753,473507533.220753,10,2488.824999988079,628860869.271308,628863358.096308,6,2488.8250000476837
875,qualimap_00000577,476116645.25857,476114156.43357,10,2488.824999988079,628858861.374931,628865498.241598,19,6636.866667032242
876,qualimap_00000589,475023021.945056,475020533.120056,8,2488.8250000476837,642534696.585421,642537185.410421,31,2488.8250000476837
877,qualimap_00000601,475023203.12107,475020714.29607,10,2488.8250000476837,628845589.675336,628865500.275336,4,19910.600000023842
878,qualimap_00000613,468835308.920056,468832820.095056,8,2488.824999988079,625006797.024357,625026707.624357,1,19910.600000023842
879,qualimap_00000625,472755979.813322,472753490.988322,10,2488.824999988079,628853409.536808,628855898.361808,31,2488.8249999284744
880,qualimap_00000637,472755798.637308,472753309.812308,8,2488.824999988079,628845588.238607,628858861.971941,13,13273.733333945274
881,qualimap_00000649,469928932.23357,469926443.40857,10,2488.824999988079,628852228.641879,628858865.508546,21,6636.866667032242
882,qualimap_00000661,467322309.020753,467319820.195753,10,2488.8250000476837,628845775.687326,628855730.987326,25,9955.300000071526
883,qualimap_00000673,468835490.09607,468833001.27107,10,2488.824999988079,628845589.520056,628865500.120057,3,19910.600000977516
884,qualimap_00000685,462647595.895056,462645107.070056,6,2488.824999988079,628858865.244022,628865502.110688,18,6636.866665959358
885,qualimap_00000697,462647776.546344,462645287.721344,9,2488.824999988079,628860867.527378,628863356.352378,7,2488.8250000476837
886,qualimap_00000709,461134595.995753,461132107.170753,10,2488.824999988079,628845588.393887,628858862.12722,12,13273.7333329916
887,qualimap_00000721,463741219.20857,463738730.38357,10,2488.824999988079,628845592.039737,628855547.339737,24,9955.300000071526
888,qualimap_00000733,462647778.695056,462645289.870056,8,2488.8250000476837,628855547.604261,628865502.904261,26,9955.299999952316
889,qualimap_00000745,462650265.371344,462647776.546344,9,2488.824999988079,628861049.150603,628863537.975603,30,2488.8249999284744
890,qualimap_00000757,456459882.870056,456457394.045056,6,2488.824999988079,625046605.387745,625066515.987746,0,19910.600000977516
891,qualimap_00000769,456460063.521344,456457574.696344,9,2488.824999988079,628845587.796877,628855543.096877,29,9955.299999952316
892,qualimap_00000781,454946882.970753,454944394.145753,10,2488.824999988079,628845592.636746,628858866.37008,16,13273.733333945274
893,qualimap_00000793,457553506.18357,457551017.35857,10,2488.8250000476837,624986599.289695,624999873.023029,17,13273.733333945274
894,qualimap_00000805,456460065.670056,456457576.845056,8,2488.824999988079,624986596.041723,624999869.775056,12,13273.7333329916
895,qualimap_00000817,456462552.346344,456460063.521344,9,2488.824999988079,628845587.641598,628852224.508264,19,6636.866665959358
896,qualimap_00000829,450272352.645056,450269863.820056,8,2488.824999988079,624976526.283099,624986481.583099,24,9955.299999952316
897,qualimap_00000841,451365793.15857,451363304.33357,10,2488.824999988079,625006784.187745,625026694.787745,0,19910.600000023842
898,qualimap_00000853,448759169.945753,448756681.120753,10,2488.824999988079,625026693.319039,625046603.919039,3,19910.600000023842
899,qualimap_00000865,450274839.321344,450272350.496344,9,2488.8250000476837,625026694.787745,625046605.387745,0,19910.600000023842
900,qualimap_00000877,450272169.845056,450269681.020056,6,2488.824999988079,625006795.40037,625026706.000371,2,19910.600000977516
901,qualimap_00000889,450272350.496344,450269861.671344,9,2488.824999988079,624986408.525043,624999682.258376,14,13273.7333329916
902,qualimap_00000901,444084639.620056,444082150.795056,8,2488.824999988079,624976527.295148,624986482.595148,26,9955.299999952316
903,qualimap_00000913,445178080.13357,445175591.30857,10,2488.824999988079,637640105.868802,637642594.693802,31,2488.8250000476837
904,qualimap_00000925,444087126.296344,444084637.471344,9,2488.824999988079,628845592.901271,628858866.634604,17,13273.7333329916
905,qualimap_00000937,444084456.820056,444081967.995056,6,2488.8250000476837,624986408.059204,624999681.792538,15,13273.733334064484
906,qualimap_00000949,442571456.920753,442568968.095753,10,2488.824999988079,628855730.987326,628865686.287326,25,9955.299999952316
907,qualimap_00000961,444084637.471344,444082148.646344,9,2488.824999988079,628858865.508546,628865502.375213,21,6636.866667032242
908,qualimap_00000973,413900115.103501,413897626.278501,10,2488.8250000476837,628845592.304261,628855547.604261,26,9955.300000071526
909,qualimap_00000985,420087828.128501,420085339.303501,9,2488.824999988079,625006782.719039,625026693.319039,3,19910.600000023842
910,trim_galore_00000003,416597165.678397,407709546.728397,33,8887618.949999988,344059626.130759,352947245.080759,32,8887618.949999988
911,trim_galore_00000024,415503723.540897,406616104.590897,32,8887618.949999988,312781478.30069,321669097.25069,30,8887618.949999988
912,trim_galore_00000036,415503723.540897,406616104.590897,34,8887618.949999988,250225182.640552,259112801.590552,34,8887618.949999988
913,trim_galore_00000048,415503540.740897,406615921.790897,31,8887618.949999988,281503330.470621,290390949.420621,31,8887618.949999988
914,trim_galore_00000060,415503540.740897,406615921.790897,35,8887618.949999988,250225182.640552,259112801.590552,30,8887618.949999988
915,trim_galore_00000072,385319200.648328,376431581.698328,30,8887618.949999988,250225182.640552,259112801.590552,33,8887618.949999988
916,trim_galore_00000084,385319017.848328,376431398.898328,33,8887618.949999988,406615921.790897,415503540.740897,35,8887618.949999988
917,trim_galore_00000096,384225575.710828,375337956.760828,32,8887618.949999988,375337773.960828,384225392.910828,32,8887618.949999988
918,trim_galore_00000108,384225575.710828,375337956.760828,34,8887618.949999988,406615921.790897,415503540.740897,32,8887618.949999988
919,trim_galore_00000120,384225392.910828,375337773.960828,31,8887618.949999988,93834443.4902071,102722062.440207,32,8887618.949999899
920,trim_galore_00000132,384225392.910828,375337773.960828,35,8887618.949999988,187668886.980414,196556505.930414,34,8887618.949999988
921,trim_galore_00000144,354041052.818259,345153433.868259,30,8887618.949999988,62556295.660138,71443914.610138,33,8887618.949999996
922,trim_galore_00000156,354040870.018259,345153251.068259,33,8887618.949999988,31278147.830069,40165766.780069,30,8887618.95
923,trim_galore_00000168,352947427.880759,344059808.930759,32,8887618.949999988,31278147.830069,40165766.780069,35,8887618.95
924,trim_galore_00000180,352947427.880759,344059808.930759,34,8887618.949999988,0.0,8887618.95,32,8887618.95
925,trim_galore_00000192,352947245.080759,344059626.130759,31,8887618.949999988,62556295.660138,71443914.610138,34,8887618.949999996
926,trim_galore_00000204,352947245.080759,344059626.130759,35,8887618.949999988,218947034.810483,227834653.760483,33,8887618.949999988
927,trim_galore_00000216,322762904.98819,313875286.03819,30,8887618.949999988,187668886.980414,196556505.930414,31,8887618.949999988
928,trim_galore_00000228,322762722.18819,313875103.23819,33,8887618.949999988,125112591.320276,134000210.270276,34,8887618.949999988
929,trim_galore_00000240,321669280.05069,312781661.10069,32,8887618.949999988,156390739.150345,165278358.100345,31,8887618.949999988
930,trim_galore_00000252,321669280.05069,312781661.10069,34,8887618.949999988,125112591.320276,134000210.270276,30,8887618.949999988
931,trim_galore_00000264,321669097.25069,312781478.30069,31,8887618.949999988,125112591.320276,134000210.270276,33,8887618.949999988
932,trim_galore_00000276,321669097.25069,312781478.30069,35,8887618.949999988,156390739.150345,165278358.100345,32,8887618.949999988
933,trim_galore_00000288,291484757.158121,282597138.208121,30,8887618.949999988,187668886.980414,196556505.930414,35,8887618.949999988
934,trim_galore_00000300,291484574.358121,282596955.408121,33,8887618.949999988,218947034.810483,227834653.760483,34,8887618.949999988
935,trim_galore_00000312,290391132.220621,281503513.270621,32,8887618.949999988,250225182.640552,259112801.590552,35,8887618.949999988
936,trim_galore_00000324,290391132.220621,281503513.270621,34,8887618.949999988,0.0,8887618.95,33,8887618.95
937,trim_galore_00000336,290390949.420621,281503330.470621,31,8887618.949999988,31278147.830069,40165766.780069,31,8887618.95
938,trim_galore_00000348,290390949.420621,281503330.470621,35,8887618.949999988,62556295.660138,71443914.610138,31,8887618.949999996
939,trim_galore_00000360,260206609.328052,251318990.378052,30,8887618.950000018,93834443.4902071,102722062.440207,33,8887618.949999899
940,trim_galore_00000372,260206426.528052,251318807.578052,33,8887618.949999988,406615921.790897,415503540.740897,33,8887618.949999988
941,trim_galore_00000396,259112984.390552,250225365.440552,34,8887618.950000018,250225182.640552,259112801.590552,31,8887618.949999988
942,trim_galore_00000408,259112801.590552,250225182.640552,31,8887618.949999988,281503330.470621,290390949.420621,32,8887618.949999988
943,trim_galore_00000420,259112801.590552,250225182.640552,35,8887618.949999988,312781478.30069,321669097.25069,33,8887618.949999988
944,trim_galore_00000432,228928461.497983,220040842.547983,30,8887618.950000018,344059626.130759,352947245.080759,34,8887618.949999988
945,trim_galore_00000444,228928278.697983,220040659.747983,33,8887618.949999988,344059626.130759,352947245.080759,30,8887618.949999988
946,trim_galore_00000456,227834836.560483,218947217.610483,32,8887618.950000018,312781478.30069,321669097.25069,35,8887618.949999988
947,trim_galore_00000468,227834836.560483,218947217.610483,34,8887618.950000018,375337773.960828,384225392.910828,35,8887618.949999988
948,trim_galore_00000480,227834653.760483,218947034.810483,31,8887618.949999988,375337773.960828,384225392.910828,31,8887618.949999988
949,trim_galore_00000492,227834653.760483,218947034.810483,35,8887618.949999988,93834443.4902071,102722062.440207,34,8887618.949999899
950,trim_galore_00000504,197650313.667914,188762694.717914,30,8887618.950000018,31278147.830069,40165766.780069,32,8887618.95
951,trim_galore_00000516,197650130.867914,188762511.917914,33,8887618.949999988,218947034.810483,227834653.760483,32,8887618.949999988
952,trim_galore_00000528,196556688.730414,187669069.780414,32,8887618.950000018,156390739.150345,165278358.100345,30,8887618.949999988
953,trim_galore_00000540,196556688.730414,187669069.780414,34,8887618.950000018,125112591.320276,134000210.270276,31,8887618.949999988
954,trim_galore_00000552,196556505.930414,187668886.980414,31,8887618.949999988,156390739.150345,165278358.100345,34,8887618.949999988
955,trim_galore_00000564,196556505.930414,187668886.980414,35,8887618.949999988,187668886.980414,196556505.930414,33,8887618.949999988
956,trim_galore_00000576,166372165.837845,157484546.887845,30,8887618.949999988,218947034.810483,227834653.760483,31,8887618.949999988
957,trim_galore_00000588,166371983.037845,157484364.087845,33,8887618.949999988,0.0,8887618.95,31,8887618.95
958,trim_galore_00000600,165278540.900345,156390921.950345,32,8887618.949999988,62556295.660138,71443914.610138,35,8887618.949999996
959,trim_galore_00000612,165278540.900345,156390921.950345,34,8887618.949999988,62556295.660138,71443914.610138,32,8887618.949999996
960,trim_galore_00000624,165278358.100345,156390739.150345,31,8887618.949999988,93834443.4902071,102722062.440207,30,8887618.949999899
961,trim_galore_00000636,165278358.100345,156390739.150345,35,8887618.949999988,375337773.960828,384225392.910828,34,8887618.949999988
962,trim_galore_00000648,135094018.007776,126206399.057776,30,8887618.949999988,406615921.790897,415503540.740897,31,8887618.949999988
963,trim_galore_00000660,135093835.207776,126206216.257776,33,8887618.950000003,281503330.470621,290390949.420621,33,8887618.949999988
964,trim_galore_00000672,134000393.070276,125112774.120276,32,8887618.950000003,312781478.30069,321669097.25069,32,8887618.949999988
965,trim_galore_00000684,134000393.070276,125112774.120276,34,8887618.950000003,344059626.130759,352947245.080759,31,8887618.949999988
966,trim_galore_00000696,134000210.270276,125112591.320276,31,8887618.949999988,344059626.130759,352947245.080759,35,8887618.949999988
967,trim_galore_00000708,134000210.270276,125112591.320276,35,8887618.949999988,250225182.640552,259112801.590552,32,8887618.949999988
968,trim_galore_00000720,103815870.177707,94928251.2277071,30,8887618.949999899,93834443.4902071,102722062.440207,31,8887618.949999899
969,trim_galore_00000732,103815687.377707,94928068.4277071,33,8887618.949999899,31278147.830069,40165766.780069,34,8887618.95
970,trim_galore_00000744,102722245.240207,93834626.2902071,32,8887618.949999899,187668886.980414,196556505.930414,30,8887618.949999988
971,trim_galore_00000756,102722245.240207,93834626.2902071,34,8887618.949999899,125112591.320276,134000210.270276,32,8887618.949999988
972,trim_galore_00000768,102722062.440207,93834443.4902071,31,8887618.949999899,218947034.810483,227834653.760483,30,8887618.949999988
973,trim_galore_00000780,102722062.440207,93834443.4902071,35,8887618.949999899,125112591.320276,134000210.270276,35,8887618.949999988
974,trim_galore_00000792,72537722.347638,63650103.397638,30,8887618.949999996,281503330.470621,290390949.420621,30,8887618.949999988
975,trim_galore_00000804,72537539.547638,63649920.597638,33,8887618.949999996,344059626.130759,352947245.080759,33,8887618.949999988
976,trim_galore_00000816,71444097.410138,62556478.460138,32,8887618.949999996,281503330.470621,290390949.420621,35,8887618.949999988
977,trim_galore_00000828,71444097.410138,62556478.460138,34,8887618.949999996,375337773.960828,384225392.910828,33,8887618.949999988
978,trim_galore_00000840,71443914.610138,62556295.660138,31,8887618.949999996,93834443.4902071,102722062.440207,35,8887618.949999899
979,trim_galore_00000852,71443914.610138,62556295.660138,35,8887618.949999996,0.0,8887618.95,30,8887618.95
980,trim_galore_00000864,41259574.517569,32371955.567569,30,8887618.95,218947034.810483,227834653.760483,35,8887618.949999988
981,trim_galore_00000876,41259391.717569,32371772.767569,33,8887618.95,156390739.150345,165278358.100345,35,8887618.949999988
982,trim_galore_00000888,40165949.580069,31278330.630069,32,8887618.95,156390739.150345,165278358.100345,33,8887618.949999988
983,trim_galore_00000900,40165949.580069,31278330.630069,34,8887618.95,187668886.980414,196556505.930414,32,8887618.949999988
984,trim_galore_00000912,40165766.780069,31278147.830069,31,8887618.95,0.0,8887618.95,34,8887618.95
985,trim_galore_00000924,40165766.780069,31278147.830069,35,8887618.95,31278147.830069,40165766.780069,33,8887618.95
986,trim_galore_00000936,9981426.6875,1093807.7375,30,8887618.95,62556295.660138,71443914.610138,30,8887618.949999996
987,trim_galore_00000948,9981243.8875,1093624.9375,33,8887618.95,312781478.30069,321669097.25069,34,8887618.949999988
988,trim_galore_00000960,8887801.75,182.8,32,8887618.95,406615921.790897,415503540.740897,34,8887618.949999988
989,trim_galore_00000972,8887801.75,182.8,34,8887618.95,281503330.470621,290390949.420621,34,8887618.949999988
990,trim_galore_00000984,8887618.95,0.0,31,8887618.95,312781478.30069,321669097.25069,31,8887618.949999988
991,trim_galore_00000996,8887618.95,0.0,35,8887618.95,0.0,8887618.95,35,8887618.95
