wf_name,size_x,relation,ratio_old,ratio_new
atacseq_30000.dot,30000,dyn_vs_base,3964.8844953403195,5.7968948095251225
chipseq_15000.dot,15000,dyn_vs_base,1217.7445159991848,2.7348688106098797
methylseq_15000.dot,15000,dyn_vs_base,134.0766981824849,2.5577588751725937
eager_1000.dot,1000,dyn_vs_base,1966.1038734903339,1.2715097021080621
eager_20000.dot,20000,dyn_vs_base,6593.353443641598,4.859910315933558
eager_25000.dot,25000,dyn_vs_base,2045.8473005390206,3.899787718277875
methylseq_1000.dot,1000,dyn_vs_base,77.49284687014614,1.1703509727239496
chipseq_200.dot,200,dyn_vs_base,6890.0509019698475,5.548034050630694
atacseq_30000.dot,30000,dyn_vs_base,5152.0579894406,8.108470293597902
chipseq_4000.dot,4000,dyn_vs_base,971.0624586922142,2.5979736125917694
atacseq_2000.dot,2000,dyn_vs_base,3886.298132201704,7.752171397138652
atacseq_1000.dot,1000,dyn_vs_base,3597.815129981097,4.479022297306247
methylseq_30000.dot,30000,dyn_vs_base,75.1151552306982,1.358197840098169
methylseq_8000.dot,8000,dyn_vs_base,66.80589280172757,1.3715033430191312
methylseq_20000.dot,20000,dyn_vs_base,317.1443900123497,2.413228401098269
atacseq_8000.dot,8000,dyn_vs_base,8680.586672744037,13.263804893003863
methylseq_8000.dot,8000,dyn_vs_base,123.94676387993077,2.376400503952285
atacseq_10000.dot,10000,dyn_vs_base,3756.395100614236,7.075074712453224
atacseq_20000.dot,20000,dyn_vs_base,5264.277892173885,8.71485197104567
atacseq_30000.dot,30000,dyn_vs_base,9801.904988476166,15.373654681831924
eager_2000.dot,2000,dyn_vs_base,2208.8911275405926,1.7433801421973951
eager_1000.dot,1000,dyn_vs_base,3565.092068391499,3.0099000125371194
atacseq_30000.dot,30000,dyn_vs_base,5481.297899239876,8.176323086700842
methylseq_10000.dot,10000,dyn_vs_base,298.0039983106794,2.6380634495537025
atacseq_4000.dot,4000,dyn_vs_base,5218.652076553343,8.819011103454882
atacseq_1000.dot,1000,dyn_vs_base,4059.47764648509,4.451898176804609
methylseq_4000.dot,4000,dyn_vs_base,464.4042592027384,2.2908070257665307
chipseq_1000.dot,1000,dyn_vs_base,13069.61728838345,14.844683839308601
atacseq_200.dot,200,dyn_vs_base,51.71321824490528,0.2709334771067582
eager_8000.dot,8000,dyn_vs_base,3178.4983559316825,3.471070044537857
methylseq_10000.dot,10000,dyn_vs_base,114.92417413522071,1.4309400107985257
methylseq_2000.dot,2000,dyn_vs_base,566.361893366216,2.1274877482146564
chipseq_200.dot,200,dyn_vs_base,92.07632565468735,0.9638168780750508
chipseq_2000.dot,2000,dyn_vs_base,11022.355660901394,16.051324139849875
methylseq_30000.dot,30000,dyn_vs_base,212.3651803231393,2.497380854333933
eager_20000.dot,20000,dyn_vs_base,3133.147669199273,3.5100459205066903
atacseq_8000.dot,8000,dyn_vs_base,5295.768393205292,10.158255045446037
eager_30000.dot,30000,dyn_vs_base,2984.663232668761,3.93462979234093
chipseq_200.dot,200,dyn_vs_base,7294.575419308962,5.21367832660726
